Feed N Plus 2A content,Reactor WAIT,H2 to HC,Reactor 1 Inlet Temp,Reactor 2 Inlet Temp,Reactor 3 Inlet Temp,Reactor 4 Inlet Temp,Reactor 1 Delta T,Reactor 2 Delta T,Reactor 3 Delta T,Reactor 4 Delta T,Reactor 1 Delta P,Reactor 2 Delta P,Reactor 3 Delta P,Reactor 4 Delta P,Seperator Pressure,Seperator Temperature,Recycle gas purity,Net gas Hydrogen Purity,Coke on Spent Catalyst,Chloride Injection rate,Total Paraffins in feed,Total Naphthenes in feed,Total Aromatics in feed,Total olefins in Feed,Reactor LHSV,Feed IBP,50% IBP,WABT,Plant C5PlusYield
48.8,988.36,3.52,977.71,987.55,987.48,995.77,157.93,105.42,69.47,42.34,0.7,2.72,2.75,3.15,35.61,106.92,84.47,90.01,4.21,2.01,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.96,85.28
48.8,988.36,3.52,979.2,987.35,988.39,996.01,159.78,105.57,71.07,42.94,0.7,2.71,2.77,3.16,35.61,106.98,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.96,85.28
48.8,988.29,3.59,979.07,986.65,987.65,996.01,160.2,105.23,70.69,42.68,0.69,2.7,2.76,2.98,35.5,106.3,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.75,85.25
48.8,988.29,3.59,978.19,987.89,987,994.93,159.62,106.1,69.72,41.78,0.7,2.72,2.74,2.59,35.56,106.01,84.47,90.01,4.21,2.04,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.75,85.25
48.8,988.37,3.57,978.58,988.77,987.5,994.92,159.47,107.26,69.43,41.08,0.72,2.7,2.76,2.98,35.57,106.22,84.47,90.01,4.21,2.01,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.72,85.16
48.8,988.37,3.57,977.27,988.71,988.27,995.32,159.96,109.06,71.39,42.31,0.7,2.69,2.74,2.64,35.47,104.89,84.47,90.01,4.21,1.96,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.72,85.16
48.8,988.26,3.56,978.48,988.61,988.02,994.98,160.27,108.2,71.05,42.04,0.69,2.71,2.76,3.15,35.63,105.49,84.47,90.01,4.21,2.08,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.36,85.21
48.8,988.26,3.56,977.98,989,987.66,995.06,159.45,109.61,69.92,41.62,0.7,2.7,2.75,2.85,35.25,106.65,84.47,90.01,4.21,2.08,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.36,85.21
48.8,988.4,3.53,977.1,989.26,987.11,994.83,158.93,118.35,69.64,41.82,0.7,2.7,2.76,2.73,35.45,107.29,84.47,90.01,4.21,2.06,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.18,85.54
48.8,988.4,3.53,977.1,990.3,988.86,992.44,159,114.98,70.7,40.16,0.71,2.68,2.75,2.6,35.39,108.22,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.18,85.54
48.8,988.34,3.48,976.17,988.58,988,993.4,157.74,123.08,69.83,40.36,0.71,2.7,2.75,2.95,35.7,108.19,84.47,90.01,4.21,2.06,62.8,24.92,11.94,0.12,1.74,198.22,252.83,942.48,85.27
48.8,988.34,3.48,977.67,988.91,988.74,994.93,159.03,111.35,70.45,41.64,0.71,2.7,2.78,2.82,35.43,109.26,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,942.48,85.27
48.8,988.25,3.51,978.4,987.89,988.51,995.28,159.53,105.66,70.18,41.91,0.7,2.73,2.78,3.09,35.41,109.12,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,942.94,84.95
48.8,988.25,3.51,980.37,988.46,988.27,995.78,161.21,104.89,69.81,41.99,0.7,2.72,2.78,2.96,35.44,108.81,84.47,90.01,4.21,1.98,62.8,24.92,11.94,0.12,1.74,198.22,252.83,942.94,84.95
48.8,988.41,3.53,977.6,988.71,988.19,994.82,159.38,108.31,70.35,41.88,0.69,2.72,2.77,3.1,35.5,108.74,84.47,90.01,4.21,1.96,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.72,84.92
48.8,988.41,3.53,978.34,988.25,987.89,995.21,159.83,103.75,70.19,42.03,0.7,2.7,2.77,2.99,35.6,108.27,84.47,90.01,4.21,2.06,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.72,84.92
48.8,988.35,3.56,979.16,988.67,987.85,996.08,160.64,104.91,70.31,42.85,0.7,2.71,2.75,3.14,35.54,107.92,84.47,90.01,4.21,2,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.76,84.9
48.8,988.35,3.56,979.58,987.79,987.39,995.71,160.88,103.78,69.72,42.35,0.7,2.74,2.77,2.83,35.58,107.62,84.47,90.01,4.21,2,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.76,84.9
48.8,988.44,3.57,978.96,987.24,987.97,995.24,160.39,103.4,70.27,41.89,0.7,2.72,2.77,2.64,35.43,107.6,84.47,90.01,4.21,2.01,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.9,84.83
48.8,988.44,3.57,976.97,987.6,988.32,995.24,159.32,104.41,71.44,42.57,0.73,2.7,2.75,2.68,35.68,107.3,84.47,90.01,4.21,2.05,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.9,84.83
48.8,988.27,3.55,977.25,986.66,988.11,995.28,159.61,105.1,71.03,42.56,0.7,2.72,2.77,2.72,35.55,107.69,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.61,84.95
48.8,988.27,3.55,977.59,988.59,988.01,994.76,159.65,105.46,70.89,41.92,0.69,2.69,2.75,2.77,35.71,107.08,84.47,90.01,4.21,2.03,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.61,84.95
48.8,988.33,3.54,979.74,989.6,987.96,995.84,160.94,107.08,70.28,42.07,0.74,2.7,2.77,2.94,35.79,106.46,84.47,90.01,4.21,1.97,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.62,85.34
48.8,988.33,3.54,979.5,987.56,986.89,996.13,160.71,106.29,69.35,42.82,0.72,2.72,2.77,3.12,35.67,105.87,84.47,90.01,4.21,2.02,62.8,24.92,11.94,0.12,1.74,198.22,252.83,943.62,85.34
48.87,988.26,3.57,978.3,987.95,987.47,995.27,160.36,107.28,70.54,42.42,0.69,2.7,2.75,3.02,35.89,103.96,84.47,90.67,4.21,2.01,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.44,84.95
48.87,988.26,3.57,979.07,987.91,987.42,995.91,160.84,108.02,70.52,43.13,0.69,2.67,2.75,3.04,35.69,105.24,84.47,90.67,4.21,2.04,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.44,84.95
48.87,988.25,3.58,977.65,986.9,986.89,996.06,159.64,106.9,70.29,43.49,0.68,2.68,2.73,3.13,35.77,105.14,84.47,90.67,4.21,2.01,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.29,85.54
48.87,988.25,3.58,978.25,987.55,986.01,995.31,160.39,106.04,69.91,43.28,0.66,2.68,2.75,3.11,35.7,105.2,84.47,90.67,4.21,2.02,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.29,85.54
48.87,988.27,3.57,980.36,986.9,988.31,994.79,161.7,105.73,71.28,42.21,0.68,2.69,2.76,3.12,35.73,104.67,84.47,90.67,4.21,2.06,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.38,85.48
48.87,988.27,3.57,979.02,988.47,987.3,994.37,160.94,108.81,70.36,42.27,0.71,2.68,2.74,2.63,35.59,104.81,84.47,90.67,4.21,2.02,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.38,85.48
48.87,988.29,3.54,978.42,988.29,988.96,993.67,160.52,105.99,72.01,41.87,0.7,2.68,2.74,2.57,35.55,105.08,84.47,90.67,4.21,2.06,62.75,24.97,11.95,0.12,1.74,198.47,253.03,943.26,85.53
48.87,988.29,3.54,981.1,988.38,989.33,994.25,162.48,107.28,71.68,41.91,0.7,2.7,2.77,2.61,35.53,104.64,85.88,90.67,4.21,2.05,62.75,24.97,11.95,0.12,1.73,198.47,253.03,943.26,85.53
48.87,988.3,3.5,978.95,988.99,989.59,993.76,160.52,112.61,71.65,41.92,0.68,2.69,2.75,2.6,35.49,106.07,85.88,90.67,4.21,2.09,62.75,24.97,11.95,0.12,1.73,198.47,253.03,943.2,85.24
48.87,988.3,3.5,978.84,989.55,989.64,993.44,160.19,109.41,71.88,41.63,0.69,2.7,2.66,2.57,35.16,107.24,85.88,90.67,4.21,2.06,62.75,24.97,11.95,0.12,1.73,198.47,253.03,943.2,85.24
48.87,988.36,3.49,978.41,989.6,990.41,994.28,160.25,119.33,72.48,42.23,0.71,2.71,2.58,2.74,35.73,104.64,85.88,90.67,4.21,2.11,62.75,24.97,11.95,0.12,1.73,198.47,253.03,942.89,85.26
48.87,988.36,3.49,980.27,990.61,988.54,995.03,160.87,110.83,70.1,42.2,0.71,2.71,2.74,2.72,35.67,106.14,85.88,90.67,4.21,2.01,62.75,24.97,11.95,0.12,1.73,198.47,253.03,942.89,85.26
48.87,988.45,3.5,979.13,990.33,989.15,995.13,160.27,109.45,70.98,42.44,0.68,2.71,2.51,2.58,35.23,107.68,85.88,90.67,4.21,2.1,62.75,24.97,11.95,0.12,1.73,198.47,253.03,943.16,85.25
48.87,988.45,3.5,978.82,988.52,988.98,993.75,159.63,105.22,71.22,41.69,0.69,2.72,2.76,2.77,35.42,108.26,85.88,90.67,4.21,2.03,62.75,24.97,11.95,0.12,1.73,198.47,253.03,943.16,85.25
48.65,988.33,3.47,977.5,988.71,989.08,993.8,159.06,107.21,71.16,41.66,0.67,2.71,2.76,3,35.43,107.93,85.88,90.67,4.21,2.04,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.56,85.19
48.65,988.33,3.47,978.28,989.3,989.43,993.43,159.91,105.73,71.94,41.91,0.67,2.71,2.74,2.92,35.56,106.48,85.88,90.67,4.11,2.03,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.56,85.19
48.65,988.31,3.52,978.21,988.98,989.25,993.47,159.96,105.49,71.64,41.85,0.65,2.69,2.75,3.11,35.58,106.3,85.88,90.67,4.11,2.02,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.65,84.76
48.65,988.31,3.52,978.16,988.36,988.8,993.26,160.1,105.46,71.46,41.71,0.69,2.72,2.75,2.88,35.5,105.95,85.88,90.67,4.11,2.03,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.65,84.76
48.65,988.23,3.54,978.06,988.2,989.35,994.43,159.22,106.16,71.59,42.63,0.7,2.73,2.76,2.92,35.28,108.94,85.88,90.67,4.11,2.06,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.53,84.73
48.65,988.23,3.54,978.1,988.59,988.1,995.03,159.36,105.36,70.42,42.58,0.69,2.7,2.77,3.02,35.28,109.01,85.88,90.67,4.11,2.02,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.53,84.73
48.65,988.41,3.51,978.61,991.02,989.46,992.27,159.61,106.99,70.96,40.36,0.71,2.73,2.78,2.78,35.32,108.68,85.88,90.67,4.11,2.02,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.75,85.69
48.65,988.41,3.51,980.58,989.64,990.17,992.64,160.09,104.51,70.65,40.3,0.72,2.73,2.72,2.9,35.37,109.32,85.88,90.67,4.11,2.05,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.75,85.69
48.65,988.34,3.52,980.63,990.3,991.08,990.39,159.97,104.67,71.06,38.71,0.74,2.77,2.79,2.92,35.44,109.18,85.88,90.67,4.11,1.99,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.94,85.35
48.65,988.34,3.52,979.97,989.76,989.33,990.08,159.56,106.15,69.83,38.86,0.71,2.75,2.76,2.86,35.31,108.66,85.88,90.67,4.11,2.02,63.08,24.55,12.05,0.12,1.73,198.97,253.76,943.94,85.35
49.41,988.37,3.55,979.55,991.58,989.2,988.67,160.25,107.09,70.08,38.52,0.69,2.7,2.71,2.74,35.06,108.63,85.88,90.67,4.11,2.03,63.05,24.51,12.45,0.11,1.73,198.97,253.76,944.01,85.8
49.41,988.37,3.55,980.66,989.47,989.79,992.18,161.12,107.77,71.32,40.94,0.68,2.69,2.76,3.13,35.11,107.51,85.88,90.67,4.11,2.02,63.05,24.51,12.45,0.11,1.73,198.97,253.76,944.01,85.8
49.41,988.23,3.48,980.3,990.88,990.31,991.19,161.22,108.54,72.06,40.44,0.69,2.7,2.75,2.94,35.17,107.17,85.88,90.67,4.11,2.08,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.43,85.42
49.41,988.23,3.48,980.98,988.62,990.11,991.61,161.55,107.95,71.74,40.81,0.68,2.7,2.75,3.16,35.3,106.91,85.88,90.67,4.11,2.03,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.43,85.42
49.41,988.34,3.47,981.5,991.39,990.45,991.9,161.69,108.95,71.5,40.43,0.69,2.72,2.74,2.85,35.28,107.14,85.88,90.67,4.11,2.01,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.36,85.41
49.41,988.34,3.47,979.87,990.38,988.88,990.01,160.49,106.83,70.44,39.33,0.68,2.71,2.75,2.9,35.21,106.94,85.88,90.67,4.11,2.04,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.36,85.41
49.41,988.42,3.49,980.3,991.04,988.92,992.01,160.45,106.99,70.19,40.44,0.71,2.74,2.76,3,35.27,107.71,85.88,90.67,4.11,2.02,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.64,85.28
49.41,988.42,3.49,979.88,990.25,989.77,992.2,160.38,108.5,71.1,40.65,0.71,2.74,2.77,2.96,35.29,107.76,85.88,90.67,4.11,2.08,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.64,85.28
49.41,988.55,3.5,981.42,990.63,990.59,996.46,161.06,107.24,70.47,42.37,0.7,2.72,2.77,3.14,35.52,106.65,85.88,90.67,4.11,2.04,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.75,85.57
49.41,988.55,3.5,980.8,990.72,991.18,996.26,160.65,108.57,71.02,41.61,0.71,2.72,2.77,2.9,35.5,107.35,85.88,90.67,4.11,2.02,63.05,24.51,12.45,0.11,1.73,198.97,253.76,943.75,85.57
49.41,990.13,3.51,979.73,990.27,989.54,994.81,160.07,112.34,69.93,40.86,0.7,2.71,2.79,3,35.28,107.67,85.88,90.67,4.11,1.99,63.05,24.51,12.45,0.11,1.73,198.97,253.76,944.98,85.45
49.41,990.13,3.51,980.69,991.46,990.72,995.38,160.83,109.26,71.02,41.48,0.67,2.72,2.78,2.99,35.22,108.68,85.88,90.67,4.11,1.98,63.05,24.51,12.45,0.11,1.73,198.97,253.76,944.98,85.45
49.41,990.09,3.48,981.68,991.84,992.34,995.24,161.42,108.23,72.17,40.94,0.7,2.73,2.78,3.21,35.23,108.93,85.88,90.67,4.11,1.98,63.05,24.51,12.45,0.11,1.73,198.97,253.76,944.94,85.45
49.41,990.09,3.48,979.82,990.52,990.29,995.5,160.06,106.6,70.42,41.22,0.68,2.69,2.76,3.11,35.5,107.96,85.88,90.67,4.11,1.98,63.05,24.51,12.45,0.11,1.73,198.97,253.76,944.94,85.45
49.41,990.07,3.51,980.95,989.3,990.48,996.37,160.34,105.37,70.43,41.44,0.71,2.74,2.79,3.18,35.62,107.89,85.88,90.67,4.11,2.05,63.05,24.51,12.45,0.11,1.73,198.97,253.76,945.24,84.81
49.41,990.07,3.51,980.59,991.72,990.32,995.42,160.31,106.23,70.41,41.26,0.69,2.73,2.76,2.86,35.66,107.83,85.88,90.67,4.11,2,63.05,24.51,12.45,0.11,1.73,198.97,253.76,945.24,84.81
49.41,990.15,3.56,981.47,991.09,991.31,995.26,160.7,105.2,70.73,40.51,0.69,2.73,2.77,2.79,35.25,107.85,85.88,90.67,4.11,2.02,63.05,24.51,12.45,0.11,1.73,198.97,253.76,945.73,85.31
49.41,990.15,3.56,981.18,992.2,991.48,993.75,160.35,105.72,70.29,39.55,0.69,2.74,2.77,2.87,35.21,108.82,85.88,90.67,4.11,2,63.05,24.51,12.45,0.11,1.73,198.97,253.76,945.73,85.31
49.41,990.23,3.56,980.9,992.45,991.56,994.41,158.96,105.08,69.28,38.93,0.69,2.73,2.67,2.65,35.17,108.8,85.88,90.67,4.11,2.01,63.05,24.51,12.45,0.11,1.73,198.97,253.76,946.16,84.87
49.41,990.23,3.56,979.57,991.9,990.89,994.76,157.59,104.55,68.97,38.96,0.7,2.76,2.78,2.67,35.25,108.63,85.88,90.67,4.11,2.03,63.05,24.51,12.45,0.11,1.73,198.97,253.76,946.16,84.87
49.41,990.15,3.56,979.57,991.48,992.15,993.98,157.46,104.93,70.2,39.2,0.7,2.74,2.8,3,35.23,108.73,85.88,90.67,4.11,1.98,63.05,24.51,12.45,0.11,1.73,198.97,253.76,946.25,84.75
49.41,990.15,3.56,981.52,991.82,991.21,994.17,159.13,104.01,69.48,39.08,0.71,2.75,2.77,2.63,35.39,107.63,85.88,90.67,4.11,2.03,63.05,24.51,12.45,0.11,1.73,198.97,253.76,946.25,84.75
49.41,990.11,3.58,980.56,992.19,991.09,993.33,158.15,105.86,69.32,38.8,0.71,2.74,2.79,2.72,35.35,108,85.88,90.67,4.11,2.01,63.05,24.51,12.45,0.11,1.73,198.97,253.76,946.26,85.19
49.41,990.11,3.58,977.84,991.22,990.89,993.3,155.84,104.86,69.4,39.15,0.7,2.75,2.79,2.82,35.28,108.35,85.88,90.67,4.11,2.04,63.05,24.51,12.45,0.11,1.73,198.97,253.76,946.26,85.19
48.89,990.15,3.56,979.01,992.66,990.58,993.02,157.39,105.88,68.92,38.87,0.67,2.72,2.78,3.06,35.26,108.85,85.88,90.67,4.11,2.01,63.22,24.07,12.41,0.11,1.71,198.36,253.55,946.34,85.23
48.89,990.15,3.56,979.61,991.62,990.9,994.37,157.6,104.66,69,39.2,0.7,2.74,2.75,2.95,35.18,108.46,85.88,90.67,4.11,2.02,63.22,24.07,12.41,0.11,1.71,198.36,253.55,946.34,85.23
48.89,990.05,3.54,980.34,990.48,990.92,995.59,157.87,106.79,68.68,39.42,0.68,2.7,2.78,3.17,35.28,106.75,85.88,90.67,4.11,2.02,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.99,84.83
48.89,990.05,3.54,977.44,992.47,990.89,992.16,156.97,108.9,69.2,38.15,0.73,2.73,2.8,2.62,35.5,106.88,85.88,90.67,4.11,2.04,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.99,84.83
48.89,990,3.58,977.71,989.82,990.27,993.43,157.04,109.46,69.7,39.86,0.7,2.72,2.77,3.16,35.48,106.39,85.88,90.67,4.11,1.99,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.71,85.06
48.89,990,3.58,978.93,989.93,990.53,994.45,157.59,104.71,69.43,39.59,0.69,2.73,2.78,3.13,35.46,105.39,85.88,90.67,4.11,1.98,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.71,85.06
48.89,990,3.58,980.29,990.62,990.87,996.38,158.43,104.69,69.42,40.77,0.7,2.73,2.78,3.06,35.35,105.03,85.88,90.67,4.11,2,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.61,84.58
48.89,990,3.58,980.16,993.11,992.55,996.79,158.37,106.11,70.64,40.5,0.72,2.74,2.72,2.82,35.3,105.91,85.88,90.67,4.11,1.99,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.61,84.58
48.89,989.81,3.55,981.07,992.17,990.94,997.11,159.3,106.87,69.34,41.28,0.72,2.73,2.74,2.84,35.17,107.15,85.88,90.67,4.11,2.04,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.63,84.99
48.89,989.81,3.55,980.23,991.86,990.86,994.44,159.1,107.02,69.53,39.96,0.69,2.73,2.78,3.13,35.35,105.4,85.88,90.67,4.11,1.98,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.63,84.99
48.89,990.13,3.54,978.33,991.97,990.31,993.5,157.68,106.66,69.21,39.14,0.68,2.71,2.78,2.77,35.3,106.26,85.88,90.67,4.11,2.02,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.87,84.95
48.89,990.13,3.54,978.98,992.45,990.86,992.58,158.41,106.13,69.7,38.66,0.69,2.72,2.71,2.58,35.48,105.89,85.88,90.67,4.11,2.01,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.87,84.95
48.89,990.24,3.55,978.06,993.8,991.68,991.88,157.7,107.96,69.85,37.87,0.68,2.7,2.77,2.72,35.42,105.36,85.88,90.67,4.11,1.99,63.22,24.07,12.41,0.11,1.71,198.36,253.55,946.04,85.19
48.89,990.24,3.55,979.93,993.2,991.92,994.6,158.69,106.32,69.94,39.32,0.68,2.74,2.77,2.95,35.47,105.37,85.88,90.67,4.11,2,63.22,24.07,12.41,0.11,1.71,198.36,253.55,946.04,85.19
48.89,990.03,3.57,980.82,992.37,992.02,992.42,159.67,105.42,69.86,38.32,0.67,2.71,2.77,2.68,35.38,105.3,85.88,90.67,4.11,2.01,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.84,85.53
48.89,990.03,3.57,979.96,994.77,992.12,991.88,159.04,108.02,69.39,38.41,0.67,2.72,2.77,2.59,35.11,105.52,85.88,90.67,4.09,2.04,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.84,85.53
48.89,990.24,3.58,977.93,994.49,992.22,991.48,157.75,107.72,69.99,37.85,0.67,2.71,2.74,2.61,35.15,105.85,85.88,90.67,4.09,2.02,63.22,24.07,12.41,0.11,1.71,198.36,253.55,946.02,85.16
48.89,990.24,3.58,978.32,994.53,992.95,991.1,157.69,107.87,69.92,37.32,0.67,2.68,2.72,2.67,35.07,105.69,85.88,90.67,4.09,1.99,63.22,24.07,12.41,0.11,1.71,198.36,253.55,946.02,85.16
48.89,990.11,3.57,979.49,996.79,992.99,991.43,158.35,110.93,69.88,37.81,0.66,2.7,2.76,3.15,35.31,103.55,85.88,90.67,4.09,1.96,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.99,85.02
48.89,990.11,3.57,978.8,995.14,991.82,995.36,157.75,109.26,69.49,39.84,0.65,2.68,2.76,3.11,35.58,101.86,85.88,90.67,4.09,1.98,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.99,85.02
48.89,989.58,3.6,980.07,990.66,990.19,996.37,159.56,106.53,69.81,41.6,0.64,2.69,2.74,3.1,35.64,100.14,85.88,90.67,4.09,2.02,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.03,84.92
48.89,989.58,3.6,980.53,991,990.61,994.87,160.57,106.02,70.47,40.97,0.62,2.71,2.71,3.09,35.54,98.4,85.88,90.67,4.09,1.99,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.03,84.92
48.89,989.92,3.56,980.52,989.29,988.84,995.74,160.96,101.6,70.36,42.52,0.63,2.66,2.7,3,35.69,96.41,85.88,90.67,4.09,1.97,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.25,84.83
48.89,989.92,3.56,978.39,991.36,990.94,993.84,159.95,104.35,71.86,40.94,0.61,2.64,2.7,2.63,35.56,96.13,85.88,90.67,4.09,2.06,63.22,24.07,12.41,0.11,1.71,198.36,253.55,945.25,84.83
48.65,990.04,3.54,977.33,991.89,990.25,992.86,159.29,109.99,70.81,39.99,0.63,2.63,2.71,2.79,35.75,96.25,85.88,87.7,4.09,2.06,63.43,23.83,12.41,0.11,1.71,197.44,254.17,945.32,85.46
48.65,990.04,3.54,976.96,991.43,992.02,993.32,158.71,108.87,72.48,40.28,0.6,2.66,2.7,3.06,35.68,96.83,85.88,87.7,4.09,2.03,63.43,23.83,12.41,0.11,1.71,197.44,254.17,945.32,85.46
48.65,990.05,3.5,977.54,994.19,991.64,992.61,159.07,110.07,71.68,39.69,0.6,2.65,2.69,3.07,35.64,97.03,85.88,87.7,4.09,2.06,63.43,23.83,12.41,0.11,1.71,197.44,254.17,944.26,85.27
48.65,990.05,3.5,979.17,992.78,991.63,995.49,160.51,109.1,71.53,41.18,0.61,2.64,2.7,3.12,35.74,96.75,85.88,87.7,4.09,1.99,63.43,23.83,12.41,0.11,1.71,197.44,254.17,944.26,85.27
48.65,989.84,3.54,978.83,992.79,990.86,996.23,161.67,110.01,71.6,42.34,0.6,2.62,2.68,3.08,35.71,94.89,85.88,87.7,4.09,2,63.43,23.83,12.41,0.11,1.71,197.44,254.17,944,85.9
48.65,989.84,3.54,979.67,992.1,990.61,996.58,163.36,109.93,72.4,43.22,0.59,2.62,2.7,2.76,35.23,97.06,85.88,87.7,4.09,2.04,63.43,23.83,12.41,0.11,1.71,197.44,254.17,944,85.9
48.65,989.41,3.55,978.22,989.38,988.57,995.31,162.56,107.91,71.9,43.52,0.57,2.62,2.66,3.01,35.63,96.97,85.88,87.7,4.09,2.03,63.43,23.83,12.41,0.11,1.71,197.44,254.17,943.15,85.11
48.65,989.41,3.55,980.06,988.95,985.57,997.98,163.77,107.35,70.35,46.69,0.62,2.68,2.71,3.12,36.08,99.18,83.58,87.7,4.09,2.06,63.43,23.83,12.41,0.11,1.69,196.67,253.78,943.15,85.11
48.65,988.42,3.46,979.16,988.1,986.56,997.49,162.25,111.57,72.18,46.68,0.62,2.67,2.72,3.06,35.98,100.71,83.58,87.7,4.09,2.04,63.43,23.83,12.41,0.11,1.69,196.67,253.78,941.92,84.42
48.65,988.42,3.46,980.45,987.86,986.39,997.4,162.43,108.34,70.13,45.37,0.66,2.67,2.74,3.08,35.89,102.01,83.58,87.7,4.09,2.05,63.43,23.83,12.41,0.11,1.69,196.67,253.78,941.92,84.42
48.65,989.22,3.46,980.74,990.64,987.08,996.85,162.77,113.59,70.14,44.58,0.63,2.67,2.73,2.79,35.81,101.02,83.58,87.7,4.09,2.07,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.02,85.32
48.65,989.22,3.46,979.28,991.54,987.22,996.14,162.39,110.75,70.92,44.65,0.64,2.67,2.72,2.66,35.79,101.8,83.58,87.7,4.09,2.04,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.02,85.32
48.65,989.61,3.41,980.8,990.75,987.12,996.71,163.75,109.94,71.42,45.68,0.65,2.66,2.74,2.69,35.68,102.25,83.58,87.7,4.09,2.03,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.37,85.44
48.65,989.61,3.41,980.79,990.39,989.2,996.99,163.03,109.31,71.94,43.97,0.64,2.68,2.74,2.78,35.69,102.58,83.58,87.7,4.09,2.02,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.37,85.44
48.65,989.66,3.36,980.32,989.98,988.36,996.41,162.99,109.45,71.76,43.9,0.67,2.66,2.73,2.81,35.66,102.72,83.58,87.7,4.09,1.97,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.46,85.3
48.65,989.66,3.36,979.34,989.03,988.27,995.85,162,107.3,71.76,43.51,0.65,2.69,2.75,2.93,35.84,102.47,83.58,87.7,4.09,1.99,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.46,85.3
48.65,989.57,3.45,980.56,989.39,987.58,996.71,162.68,107.31,70.79,43.83,0.67,2.65,2.74,3.1,35.83,101.73,83.58,87.7,4.09,2,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.6,84.84
48.65,989.57,3.45,980.73,988.62,987.59,996.27,162.99,106.78,71.29,43.81,0.66,2.67,2.73,3.16,36.09,101.01,83.58,87.7,4.09,2,63.43,23.83,12.41,0.11,1.69,196.67,253.78,944.6,84.84
