Feed N Plus 2A content,Reactor WAIT,H2 to HC,Reactor 1 Inlet Temp,Reactor 2 Inlet Temp,Reactor 3 Inlet Temp,Reactor 4 Inlet Temp,Reactor 1 Delta T,Reactor 2 Delta T,Reactor 3 Delta T,Reactor 4 Delta T,Reactor 1 Delta P,Reactor 2 Delta P,Reactor 3 Delta P,Reactor 4 Delta P,Seperator Pressure,Seperator Temperature,Recycle gas purity,Net gas Hydrogen Purity,Coke on Spent Catalyst,Chloride Injection rate,Total Paraffins in feed,Total Naphthenes in feed,Total Aromatics in feed,Total olefins in Feed,Reactor LHSV,Feed IBP,50% IBP,WABT,Plant C5PlusYield
47.35,986.25,4.02,965.88,989.14,987,996,156.24,112.26,72.29,42.82,0.56,2.55,2.78,2.72,32.85,105.51,82.96,88.51,4.59,1.99,63.12,24.95,11.2,0.72,1.5,201.56,252.35,940.88,85.35
47.35,986.25,4.02,966.21,990.03,987.64,995.86,156.12,112.53,72.44,42.32,0.57,2.52,2.77,2.77,32.7,105.97,82.96,88.51,4.59,2.04,63.12,24.95,11.2,0.72,1.5,201.56,252.35,940.88,85.35
47.35,986.15,4.06,966.29,989.34,987.64,995.37,156.37,112.29,72.75,42.13,0.57,2.52,2.75,2.89,32.52,105.92,82.96,88.51,4.59,2,63.12,24.95,11.2,0.72,1.5,201.56,252.35,940.87,85.31
47.35,986.15,4.06,966.77,989.44,987.69,996.06,156.43,110.46,72.06,42.17,0.61,2.58,2.82,3.08,33,104.86,82.96,88.51,4.59,2.01,63.12,24.95,11.2,0.72,1.5,201.56,252.35,940.87,85.31
47.35,986.22,4.13,966.09,989.56,986.78,995.26,156.28,112.17,72.12,42.45,0.59,2.56,2.78,3.04,33.07,103.14,82.96,88.51,4.59,2.02,63.12,24.95,11.2,0.72,1.5,201.56,252.35,941.55,85.52
47.35,986.22,4.13,965.74,988.68,987.9,995.49,156.34,112.72,73.63,42.75,0.61,2.53,2.78,2.91,32.04,106.97,82.96,88.51,4.59,2.02,63.12,24.95,11.2,0.72,1.5,201.56,252.35,941.55,85.52
47.35,986.15,4.05,966.3,989.63,987.96,995.68,156.86,113.26,73.96,43.63,0.65,2.58,2.79,2.97,32.11,106.25,82.96,88.51,4.59,2.01,63.12,24.95,11.2,0.72,1.5,201.56,252.35,941.13,85.63
47.35,986.15,4.05,965.75,988.93,987.13,995.6,155.92,107.44,72.65,42.81,0.63,2.58,2.81,3.06,32.43,106.56,82.96,88.51,4.59,2.03,63.12,24.95,11.2,0.72,1.5,201.56,252.35,941.13,85.63
47.35,986.2,4.03,966.14,989.32,987.32,995.76,156.92,107.88,73.62,43.62,0.6,2.54,2.78,2.75,31.99,107.17,82.96,88.51,4.59,2.03,63.12,24.95,11.2,0.72,1.5,201.56,252.35,941.48,85.37
47.35,986.2,4.03,963.69,983.77,980.8,987.48,156.55,119.37,73.53,44.29,0.59,2.51,2.75,2.74,32.63,104.88,82.96,88.51,4.59,2.04,63.12,24.95,11.2,0.72,1.5,201.56,252.35,941.48,85.37
47.35,982.48,3.99,967.27,982.36,978.85,988.96,157.64,110.22,70.21,43.93,0.61,2.55,2.75,2.48,32.38,105.76,82.96,88.51,4.59,2.04,63.12,24.95,11.2,0.72,1.5,201.56,252.35,937.32,85.56
47.35,982.48,3.99,968.08,981.99,979.98,988.17,159.07,107.02,71.96,44.26,0.61,2.5,2.65,2.39,31.68,106.7,82.96,88.51,4.59,1.96,63.12,24.95,11.2,0.72,1.5,201.56,252.35,937.32,85.56
47.35,980.85,3.9,968.56,983.43,980.91,988.83,159.45,111.38,73.19,44.71,0.61,2.5,2.74,2.51,31.71,108.04,82.96,88.51,4.59,2.05,63.12,24.95,11.2,0.72,1.5,201.56,252.35,935.98,86.03
47.35,980.85,3.9,968.81,982.6,979.89,989.05,159.32,112.54,72.09,44.87,0.61,2.5,2.73,2.4,31.57,108.56,82.96,88.51,4.59,1.96,63.12,24.95,11.2,0.72,1.5,201.56,252.35,935.98,86.03
47.35,980.89,3.89,967.47,982.73,980.91,988.22,157.59,106.7,72.72,43.71,0.56,2.52,2.76,2.61,31.79,109.55,82.96,88.51,4.59,2.02,63.12,24.95,11.2,0.72,1.5,201.56,252.35,935.83,85.84
47.35,980.89,3.89,969.13,983.37,980.5,988.2,159.43,104.22,72.25,43.36,0.58,2.5,2.74,2.48,31.47,108.97,82.96,88.51,4.59,2.01,63.12,24.95,11.2,0.72,1.5,201.56,252.35,935.83,85.84
47.35,980.89,3.92,968.53,982.94,979.76,988.64,159.37,106.77,72.54,45.4,0.61,2.51,2.73,3.02,31.76,108.54,82.96,88.51,4.59,1.99,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.59,85.43
47.35,980.89,3.92,968.72,983.11,980.94,989.09,158.58,108.24,72.33,44.13,0.64,2.52,2.77,3.06,32.19,108.37,82.96,88.51,4.59,2,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.59,85.43
47.35,980.93,3.93,968.12,982.69,979.91,988.94,158.21,108.45,71.73,44.21,0.62,2.5,2.74,3.03,31.98,108.24,82.96,88.51,4.59,2,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.27,85.62
47.35,980.93,3.93,967.04,981.89,979.47,988.12,157.13,107.74,71.57,44.1,0.63,2.53,2.76,2.98,32.16,107.65,82.96,88.51,4.59,2,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.27,85.62
47.35,980.83,3.97,967.59,982.57,980.14,988.15,157.68,108.03,72.42,44.12,0.61,2.5,2.75,2.99,32.14,107.4,82.96,88.51,4.59,2.01,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.25,85.61
47.35,980.83,3.97,968.87,983.52,980.59,988.85,158.71,109.42,72.18,44.41,0.63,2.51,2.73,2.98,32.6,105.44,82.96,88.51,4.59,2,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.25,85.61
47.35,980.83,4.03,968.55,983.17,981.42,988.06,158.62,109.84,72.96,43.11,0.62,2.51,2.74,3.04,32.66,104.88,82.96,88.51,4.59,1.99,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.22,85.52
47.35,980.83,4.03,969.12,984.04,980.86,988.81,159.48,111.32,72.94,43.97,0.64,2.54,2.75,3.03,32.79,104.52,82.96,88.51,4.59,2,63.12,24.95,11.2,0.72,1.5,201.56,252.35,936.22,85.52
49.1,980.85,4.08,968.69,983,980.09,988.56,158.65,110.13,72.28,44.77,0.6,2.52,2.73,3.07,32.8,103.69,82.96,88.51,4.59,2.02,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.95,85.75
49.1,980.85,4.08,967.41,982.53,979.4,988.39,157.69,109.64,71.65,44.26,0.61,2.55,2.74,2.81,32.48,105.23,82.96,88.51,4.59,2.02,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.95,85.75
49.1,980.84,4.16,967.82,982.64,979.48,988.32,158.27,109.91,72.17,44.82,0.62,2.54,2.73,3.02,32.63,104.82,82.96,88.51,4.59,2,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.97,85.92
49.1,980.84,4.16,968.48,983.2,980.91,988.88,158.34,109.74,73.04,44.77,0.59,2.5,2.73,2.93,32.8,103.46,82.96,88.51,4.59,2.01,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.97,85.92
49.1,980.87,4.21,966.63,982.83,979.97,988.49,156.48,109.56,71.94,44.55,0.59,2.49,2.71,3,33.13,102.21,82.96,88.51,4.59,2,61.81,26.9,11.1,0.09,1.49,202.5,252.35,936.06,85.75
49.1,980.87,4.21,969,983.7,981.43,989.45,159.16,110.6,73.27,45.26,0.61,2.52,2.71,2.42,32.36,102.3,82.96,88.51,4.59,2.02,61.81,26.9,11.1,0.09,1.49,202.5,252.35,936.06,85.75
49.1,980.85,4.22,968.39,982.68,980.96,988.64,158.35,108.99,72.76,44.38,0.61,2.53,2.7,2.89,32.69,102.3,82.96,88.51,4.59,2.03,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.94,85.23
49.1,980.85,4.22,967.46,982.02,979.44,988.41,158.37,103.92,72.44,45.24,0.59,2.49,2.73,2.77,32.48,102.01,82.96,88.51,4.59,2.03,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.94,85.23
49.1,980.8,4.14,967.58,984.18,981.32,989.35,159.01,108.45,74.19,45.62,0.63,2.51,2.74,2.74,32.63,102.42,82.96,88.51,4.59,2.05,61.81,26.9,11.1,0.09,1.49,202.5,252.35,936.1,85.67
49.1,980.8,4.14,968.36,982.43,980.17,987.65,159.21,119.98,73.28,44.17,0.62,2.51,2.75,2.41,32.59,103.97,82.96,88.51,4.59,2.01,61.81,26.9,11.1,0.09,1.49,202.5,252.35,936.1,85.67
49.1,980.88,3.97,967.98,982.54,979.35,988.78,158.42,114.68,72.72,46.1,0.56,2.53,2.68,2.39,32.23,106.82,82.96,88.51,4.59,2.03,61.81,26.9,11.1,0.09,1.49,202.5,252.35,934.97,86.15
49.1,980.88,3.97,968.95,982.94,980.28,988.24,158.86,107.74,72.66,45.05,0.6,2.55,2.78,2.74,32.72,104.43,82.96,88.51,4.59,1.99,61.81,26.9,11.1,0.09,1.49,202.5,252.35,934.97,86.15
49.1,980.92,3.96,969.09,983.12,980.1,988.54,159.59,110.32,72.92,45.76,0.56,2.52,2.74,2.82,32.34,105.07,82.96,88.51,4.59,1.99,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.91,85.4
49.1,980.92,3.96,968.44,982.76,979.89,988.48,158.59,111.31,71.96,44.62,0.57,2.54,2.77,3.02,32.69,105.18,82.96,88.51,4.59,1.97,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.91,85.4
49.1,980.93,4.01,968.06,982.63,979.15,988.6,158.07,107.32,71.31,44.22,0.58,2.53,2.75,2.98,33.06,104.46,82.96,88.51,4.59,2,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.64,85.26
49.1,980.93,4.01,968.71,983.15,980.82,988.73,158.77,105.87,72.99,44.57,0.55,2.54,2.74,3.06,33.23,103.62,82.96,88.51,3.78,1.96,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.64,85.26
49.1,980.88,4.06,967.87,982.15,980.05,988.03,158.32,106.98,72.26,44.1,0.58,2.55,2.75,3.04,33,103.58,82.96,88.51,3.78,2,61.81,26.9,11.1,0.09,1.49,202.5,252.35,936.2,85.37
49.1,980.88,4.06,968.36,983.31,979.36,989.41,158.83,109.92,71.85,45.57,0.57,2.5,2.74,2.73,32.8,103.8,82.96,88.51,3.78,2.02,61.81,26.9,11.1,0.09,1.49,202.5,252.35,936.2,85.37
49.1,980.92,4.07,968.09,982.71,979.85,988.12,158.64,108.78,72.31,44.42,0.6,2.53,2.74,2.59,32.75,103.53,82.96,88.51,3.78,2.02,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.93,85.5
49.1,980.92,4.07,968.01,982.44,979.64,988.41,158.81,108.21,72.29,45.4,0.6,2.53,2.73,2.43,32.46,104.9,82.96,88.51,3.78,2,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.93,85.5
49.1,980.86,3.98,967.27,983,979.89,988.19,157.72,109.37,72.83,45.85,0.64,2.52,2.75,2.55,32.6,104.42,82.96,88.51,3.78,2.01,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.83,85.89
49.1,980.86,3.98,967.83,982.24,979.98,988.59,157.94,108.26,72.25,45.51,0.65,2.54,2.75,2.77,32.9,104.35,82.96,88.51,3.78,2.03,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.83,85.89
49.1,980.89,4.05,969.12,982.5,980.51,988.45,159.11,110.18,72.94,45.68,0.63,2.54,2.75,3.03,32.59,104.28,82.96,88.51,3.78,2,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.79,85.46
49.1,980.89,4.05,969.01,983.11,980.69,989.03,159.02,109.24,72.8,45.79,0.63,2.55,2.75,3.03,33.01,103.75,82.96,88.51,3.78,2.01,61.81,26.9,11.1,0.09,1.49,202.5,252.35,935.79,85.46
48.49,980.96,4.08,968.35,982.28,980.08,988.21,158.62,107.89,72.44,45.49,0.6,2.51,2.7,2.61,32.87,103.48,82.96,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,201.22,252.56,935.89,85.41
48.49,980.96,4.08,968.93,982.83,980.2,988.68,159.19,110.71,72.71,45.95,0.64,2.55,2.75,2.69,32.95,103.52,82.96,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,201.22,252.56,935.89,85.41
48.49,980.89,4.04,968.55,982.86,979.57,988.44,158.61,109.66,72.14,45.85,0.62,2.52,2.75,2.47,32.77,103.73,82.96,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,201.22,252.56,935.73,85.5
48.49,980.89,4.04,968.07,983.09,979.88,988.66,158.39,108.14,72.44,45.82,0.61,2.52,2.58,2.73,32.83,103.62,82.96,89.61,3.78,2.01,61.75,26.69,10.9,0.74,1.5,201.22,252.56,935.73,85.5
48.49,980.91,4.03,967.74,982.13,980.14,988.16,158.34,106.97,72.75,45.74,0.63,2.53,2.75,3.06,32.65,103.79,82.96,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,201.22,252.56,935.95,85.48
48.49,980.91,4.03,967.29,981.81,979.02,988.16,157.58,108.66,71.57,45.96,0.64,2.54,2.76,2.97,32.65,104.27,82.96,89.61,3.78,1.99,61.75,26.69,10.9,0.74,1.5,201.22,252.56,935.95,85.48
48.49,980.94,4.09,968.58,982.88,979.64,988.86,158.4,105.61,72.12,46.32,0.63,2.53,2.74,2.84,33.03,103.81,82.96,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,201.22,252.56,936.03,85.34
48.49,980.94,4.09,968.6,982.45,980.43,988.56,158.7,102.56,72.83,45.86,0.66,2.54,2.76,2.55,32.6,104.7,83.07,89.61,3.78,1.99,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.03,85.34
48.49,980.9,4.06,967.71,983.62,980.16,988.52,158.98,105.53,73.53,47.13,0.62,2.53,2.69,2.5,32.36,106.32,83.07,89.61,3.78,2.07,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.24,85.81
48.49,980.9,4.06,967.77,982.62,979.8,988.55,158.1,115.15,72.91,46.37,0.58,2.48,2.71,2.39,32.18,105.86,83.07,89.61,3.78,2.05,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.24,85.81
48.49,980.89,3.97,967.57,982.75,980.17,988.98,157.25,109.52,72.25,46.17,0.61,2.53,2.75,2.68,32.7,107.42,83.07,89.61,3.78,2.03,61.75,26.69,10.9,0.74,1.5,198.3,252.39,935.67,85.33
48.49,980.89,3.97,969.17,982.73,980.6,988.92,159.21,106.04,73.51,46.79,0.61,2.5,2.71,2.4,32.39,107.26,83.07,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,198.3,252.39,935.67,85.33
48.49,981,3.93,967.85,982.08,980.05,988.33,157.8,106.84,72.58,45.65,0.64,2.53,2.75,2.68,32.46,107.9,83.07,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.11,85.68
48.49,981,3.93,971.12,983.23,980.81,988.78,159.33,108.39,72.13,45.18,0.59,2.53,2.76,2.96,32.33,107.93,83.07,89.61,3.78,1.96,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.11,85.68
48.49,980.91,3.97,968.97,983.34,980.25,989.33,158.54,106.36,72.46,46.7,0.62,2.56,2.77,2.82,32.83,106.24,83.07,89.61,3.78,1.99,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.14,85.3
48.49,980.91,3.97,968.99,982.7,980.1,988.6,159.71,105.2,72.92,45.44,0.59,2.53,2.76,2.79,32.61,106,83.07,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.14,85.3
48.49,980.95,3.99,969.12,982.99,980.3,988.76,159.88,105.83,73.81,46.52,0.59,2.53,2.58,2.44,32.14,107.44,83.07,89.61,3.78,1.97,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.29,85.63
48.49,980.95,3.99,969.94,982.92,979.27,989.73,159.61,105.29,71.74,46.32,0.61,2.52,2.67,2.84,32.83,106.11,83.07,89.61,3.78,1.94,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.29,85.63
48.49,981,3.98,968.77,982.02,979.79,988.74,158.8,105.52,72.16,46.37,0.62,2.52,2.71,2.76,32.46,106.35,83.07,89.61,3.78,1.95,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.29,85.72
48.49,981,3.98,968.51,983.05,980.96,988.7,158.54,106.84,73.37,46.33,0.6,2.5,2.72,2.47,32.69,105.32,83.07,89.61,3.78,1.96,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.29,85.72
48.49,980.93,4.03,967.97,982.36,980.29,988.59,157.57,106.05,72.18,45.64,0.6,2.52,2.72,2.96,32.92,104.66,83.07,89.61,3.78,1.98,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.38,85.43
48.49,980.93,4.03,969.65,983.45,980.65,988.68,159.75,106.72,73.1,46.35,0.61,2.54,2.77,3.05,32.61,105.5,83.07,89.61,3.78,1.98,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.38,85.43
48.49,980.98,4,968.28,982.44,980.16,988.38,158.72,107.2,73.07,46.66,0.58,2.53,2.75,2.75,32.19,106.14,83.07,89.61,3.78,2.02,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.27,85.61
48.49,980.98,4,968.37,983.46,979.17,988.41,158.73,107.21,72.3,46.77,0.57,2.51,2.7,2.61,32.59,104.72,83.07,89.61,3.78,2.01,61.75,26.69,10.9,0.74,1.5,198.3,252.39,936.27,85.61
49.12,980.97,4.05,968.74,983.13,980.44,989,158.48,107.28,72.96,46.58,0.61,2.55,2.72,2.62,32.97,103.09,83.07,89.61,3.78,1.99,61.78,26.86,11.13,0.11,1.5,198.3,252.39,936.26,85.52
49.12,980.97,4.05,968.37,982.41,979.81,988.32,158.39,107.58,72.3,46.08,0.62,2.53,2.74,2.4,32.81,103.2,83.07,89.61,3.78,2.03,61.78,26.86,11.13,0.11,1.5,198.3,252.39,936.26,85.52
49.12,980.91,4.05,968.8,982.92,980.35,988.63,158.93,109.9,73.22,46.61,0.62,2.51,2.73,2.41,32.71,103.43,83.07,89.61,3.78,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,935.83,85.6
49.12,980.91,4.05,967.45,981.82,979.62,988.31,157.63,109.76,72.68,46.17,0.56,2.47,2.73,2.44,32.87,103.71,83.07,89.61,3.78,2.01,61.78,26.86,11.13,0.11,1.5,198.3,252.39,935.83,85.6
49.12,980.93,4.07,968.38,982.92,980.5,988.6,158.2,110.04,72.32,45.67,0.62,2.5,2.74,2.97,33.14,102.76,83.07,89.61,3.78,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,935.63,85.51
49.12,980.93,4.07,968.51,983.01,979.9,988.13,158.12,109.39,72.35,45.75,0.62,2.51,2.76,2.96,33.61,102.04,83.07,89.61,3.78,1.99,61.78,26.86,11.13,0.11,1.5,198.3,252.39,935.63,85.51
49.12,980.9,4.14,967.05,981.73,979.44,987.79,156.05,107.41,71.27,45.11,0.62,2.53,2.75,2.9,33.56,101.98,83.07,89.61,3.78,1.99,61.78,26.86,11.13,0.11,1.5,198.3,252.39,936.08,85.2
49.12,980.9,4.14,968.26,983,980.28,988.48,157.1,106.68,72.1,45.54,0.61,2.53,2.72,2.71,33.4,101.92,83.07,89.61,3.78,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,936.08,85.2
49.12,980.88,4.02,966.88,981.34,978.47,986.87,156.89,103.37,71.73,45.37,0.6,2.48,2.72,2.35,32.95,102.9,83.07,89.61,3.78,2.05,61.78,26.86,11.13,0.11,1.5,198.3,252.39,936.32,86.27
49.12,980.88,4.02,964.77,981.24,978.22,986.99,155.73,116.98,72.25,46.09,0.57,2.5,2.73,2.52,32.68,103.8,83.07,89.61,3.78,1.99,61.78,26.86,11.13,0.11,1.5,198.3,252.39,936.32,86.27
49.12,979.06,3.95,964.22,981.1,978.56,987.47,154.93,114.27,72.21,46.7,0.5,2.48,2.7,2.65,32.76,104.42,83.07,89.61,3.78,2.01,61.78,26.86,11.13,0.11,1.5,198.3,252.39,933.46,86.37
49.12,979.06,3.95,964.42,982.35,979.5,987.18,155.45,110.13,73.12,46.37,0.56,2.51,2.75,2.74,32.5,104.46,83.07,89.61,3.78,2.03,61.78,26.86,11.13,0.11,1.5,198.3,252.39,933.46,86.37
49.12,979.18,3.96,963.84,980.83,978.41,986.8,154.35,109.94,71.99,46.19,0.52,2.52,2.7,2.73,32.6,104.4,83.07,89.61,3.78,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.1,86.28
49.12,979.18,3.96,964.17,980.82,978.22,986.24,154.54,111.53,71.03,45.18,0.51,2.48,2.65,2.77,32.57,104.81,83.07,89.61,3.78,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.1,86.28
49.12,979.22,3.98,968.6,981.44,979.08,987.38,157.43,106.92,71.62,45.65,0.49,2.5,2.71,2.94,32.55,104.85,83.07,89.61,3.78,2,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.19,86.08
49.12,979.22,3.98,967.38,980.71,978.7,987.24,156.24,101.22,70.77,45.75,0.53,2.54,2.76,2.84,32.45,104.53,83.07,89.61,3.15,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.19,86.08
49.12,979.09,3.99,966,980.45,978.11,986.49,155.38,103.51,71.24,45.87,0.54,2.53,2.77,2.99,32.46,106.11,83.07,89.61,3.15,2.01,61.78,26.86,11.13,0.11,1.5,198.3,252.39,935.05,85.96
49.12,979.09,3.99,967.09,981.28,979.83,986.31,156.47,106.48,72.91,45.11,0.53,2.53,2.74,2.88,32.19,105.95,83.07,89.61,3.15,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,935.05,85.96
49.12,979.02,3.94,965.59,980.32,978.66,985.61,155.43,106.01,72.01,44.62,0.54,2.53,2.76,2.87,32.27,106.52,83.07,89.61,3.15,2.03,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.6,86.09
49.12,979.02,3.94,966.44,980.72,977.94,986.44,156.58,106.58,71.79,45.59,0.54,2.49,2.72,3,32.43,106.38,83.07,89.61,3.15,2.02,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.6,86.09
49.12,979.04,3.9,966.48,980.73,979.37,986.39,155.95,108.29,72.12,44.98,0.61,2.5,2.73,2.98,32.39,106.23,83.07,89.61,3.15,1.98,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.42,86.5
49.12,979.04,3.9,965.78,980.77,978.28,986.29,155.9,108.44,71.53,46.06,0.6,2.5,2.72,3.04,32.3,105.14,83.07,89.61,3.15,2.01,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.42,86.5
49.12,979.07,3.93,967.74,981.92,979.31,987.52,156.95,107.94,71.74,46.32,0.64,2.53,2.76,3.05,33.02,104.59,83.07,89.61,3.15,2,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.36,86.22
49.12,979.07,3.93,965.83,979.96,977.87,985.84,155.22,106.39,70.72,45.31,0.62,2.51,2.75,3.05,32.98,104.07,83.07,89.61,3.15,1.99,61.78,26.86,11.13,0.11,1.5,198.3,252.39,934.36,86.22
48.72,979.07,3.98,966.69,981.36,979.2,986.45,156.22,107.29,72.01,45.99,0.61,2.5,2.72,3.03,33,103.55,83.07,89.61,3.15,2.01,62.63,25.72,11.5,0.11,1.51,194.59,252.69,934.64,86.14
48.72,979.07,3.98,966.15,980.51,978.12,986.33,155.25,106.32,70.3,45.24,0.64,2.53,2.76,2.72,33.4,102.35,83.07,89.61,3.15,1.99,62.63,25.72,11.5,0.11,1.51,194.59,252.69,934.64,86.14
48.72,979.06,4.08,966.1,980.53,977.87,986.46,155.58,106.76,70.48,45.55,0.59,2.49,2.71,2.38,32.77,102.3,83.07,89.61,3.15,2.01,62.63,25.72,11.5,0.11,1.51,194.59,252.69,934.78,86.14
48.72,979.06,4.08,966.13,980.89,977.82,986.75,156.15,107.79,70.82,46.16,0.59,2.48,2.74,2.48,32.88,102.17,83.07,89.61,3.15,2,62.63,25.72,11.5,0.11,1.51,194.59,252.69,934.78,86.14
50.48,978.96,4.14,965.05,980.94,979.21,987.05,153.62,102.95,70.66,46,0.6,2.51,2.71,2.75,33.53,101.86,83.07,89.61,3.15,2.02,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.16,87.01
50.48,978.96,4.14,966.18,980.8,978.28,986.62,155.16,103.62,70.47,46.02,0.61,2.54,2.63,2.72,33.56,102.08,83.07,89.61,3.15,2.01,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.16,87.01
50.48,978.91,4.1,966.28,981.02,978.53,986.91,155.11,103.07,70.53,46.37,0.6,2.51,2.73,2.67,33.39,101.73,83.07,89.61,3.15,2,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.03,87.11
50.48,978.91,4.1,965.19,980.31,977.54,986.46,153.6,102.52,69.19,45.8,0.61,2.53,2.72,3,33.7,101.54,83.07,89.61,3.15,1.99,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.03,87.11
50.48,978.78,4.11,966.1,981.84,979,987.25,154.52,103.88,70.47,46.49,0.62,2.55,2.74,2.95,33.64,100.99,83.07,89.61,3.15,1.98,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.01,87.09
50.48,978.78,4.11,965.34,980.59,978.87,986.78,153.77,99.51,70.51,46.07,0.57,2.5,2.73,2.7,33.71,100.54,83.07,89.61,3.15,2.02,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.01,87.09
50.48,978.88,4.14,966.94,980.29,978.54,987.3,155.83,98.67,70.83,47.16,0.6,2.54,2.68,2.41,33.7,101.77,83.07,89.61,3.15,2.04,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.39,86.96
50.48,978.88,4.14,965.58,979.33,977.84,987.46,154.26,108.68,69.86,46.61,0.61,2.51,2.75,2.42,33.68,103.09,83.07,89.61,3.15,2.02,60.03,27.82,11.33,0.84,1.51,194.11,252.7,935.39,86.96
50.48,978.92,4,965.4,979.07,977.37,986.97,154.57,105.17,69.56,46.78,0.62,2.5,2.73,2.56,33.54,104.35,83.07,89.61,3.15,2.01,60.03,27.82,11.33,0.84,1.51,194.11,252.7,934.43,86.93
50.48,978.92,4,966.78,979.78,978.46,987.72,155.53,101.83,70.78,46.96,0.63,2.5,2.7,2.34,33,104.87,83.07,89.61,3.15,2.04,60.03,27.82,11.33,0.84,1.51,194.11,252.7,934.43,86.93
50.48,978.97,3.92,969.14,980.34,977.77,988.07,157.53,103.99,69.88,47.65,0.64,2.52,2.74,2.51,33.12,105.28,83.07,89.61,3.15,2.02,60.03,27.82,11.33,0.84,1.51,194.11,252.7,934.72,86.94
50.48,978.97,3.92,966.78,979.88,978.47,987.43,155.8,104.43,71.08,47.55,0.62,2.47,2.7,2.41,32.91,105.77,83.07,89.61,3.15,2.01,60.03,27.82,11.33,0.84,1.51,194.11,252.7,934.72,86.94
50.48,979,3.9,967.48,979.56,978.11,987.52,155.83,102.13,70.2,47,0.6,2.46,2.71,2.62,33.13,105.32,83.07,89.61,3.15,1.97,60.03,27.82,11.33,0.84,1.51,194.11,252.7,934.6,86.86
50.48,979,3.9,966.12,979.14,977.78,987.48,154.7,101.1,69.7,46.98,0.58,2.46,2.71,2.73,33.05,105.19,83.07,89.61,3.15,2.01,60.03,27.82,11.33,0.84,1.51,194.11,252.7,934.6,86.86
